timestamp,source,title,company,status,reason
2026-08-11 02:05:41.233792,naukri,Python Software Developer-S,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:05:41.238803,naukri,Python Developer | GenAI | LLM | RAG,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:05:41.243801,naukri,Devops Support Engineer,Prodapt Solutions,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:05:41.248805,naukri,"Engineer, LLM Ops",Alegeus,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:05:50.831697,naukri,Data Quality Engineering Professional,Epam Systems,applied,
2026-08-11 02:06:25.160497,naukri,Data Engineer,Fornax,skipped,profile gap: [NEEDS_HUMAN_INPUT: State whether you have hands-on experience with Trino and Cube.]
2026-08-11 02:06:29.029649,naukri,Data Engineer,Deccan Ai,skipped,external apply
2026-08-11 02:06:32.045923,naukri,Data Engineer Databricks,Biz-metric India,skipped,external apply
2026-08-11 02:06:41.133944,naukri,Data Consultant/ Data Engineer,Kennect Solutions,applied,
2026-08-11 02:07:22.109028,naukri,PySpark Data Engineer,Infosys,applied,
2026-08-11 02:07:39.163546,naukri,Data Engineer,Amgen Inc,skipped,external apply
2026-08-11 02:07:47.681413,naukri,Data Engineer,PwC,applied,
2026-08-11 02:08:05.260920,naukri,Data Engineer,Barclays,skipped,external apply
2026-08-11 02:08:07.707103,naukri,Data Engineer,Barclays,skipped,external apply
2026-08-11 02:08:10.180709,naukri,Data Engineer,JPMorgan Chase Bank,skipped,external apply
2026-08-11 02:08:13.201327,naukri,Data Engineer,Einnel Technologies,skipped,external apply
2026-08-11 02:08:22.291173,naukri,SQL - Data Engineer,Leading Client,applied,
2026-08-11 02:08:39.520660,naukri,Data Engineer,Tatpata,skipped,external apply
2026-08-11 02:08:41.949758,naukri,Data Engineer,Accenture,skipped,external apply
2026-08-11 02:08:44.452339,naukri,Data Engineer,Digital Aptech,skipped,external apply
2026-08-11 02:08:47.496698,naukri,Data Engineer,Swaas Systems,skipped,external apply
2026-08-11 02:08:50.517323,naukri,Data Engineer | Anicca Data,Anicca Data Science Solutions,skipped,external apply
2026-08-11 02:08:53.541806,naukri,Data Engineer,Kpisoft Technologies,skipped,external apply
2026-08-11 02:09:22.980011,naukri,Data Engineer With Java + Spark,Wissen Technology,applied,
2026-08-11 02:09:47.301783,naukri,Data Engineer,V3 Staffing,applied,
2026-08-11 02:10:06.412963,naukri,Data Engineer,Barclays,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.416980,naukri,Advanced Analytics & Data Solutions Manager,Applied Materials,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.421970,naukri,"Sr Associate Software Engineer, AI Studio (Full Stack)",Amgen Inc,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.426977,naukri,Data Scientist,Barclays,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.431965,naukri,Data Scientist,Neoware Technology Solutions,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.436974,naukri,Data Scientist (US Value & Access Insights),Amgen Inc,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.441962,naukri,Data Scientist | GenAI | Agentic AI | LLM | RAG,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.446965,naukri,QA Automation Engineer,Sigma Allied Services,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.450965,naukri,GenAI Engineer_S,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.456972,naukri,"Consultant - Government Advisory - Data Analytics, MIS & Reporting",Amber And Mark Advisory Services,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.462962,naukri,Junior Python Developer,Astika Software Technologies,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.465979,naukri,Solution Consultant - Data & AI,Exponentia.ai Private Limited,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.470965,naukri,AI Developer,Experian,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.475980,naukri,Generative Ai_M,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.480979,naukri,GenAI Developer_S,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.484984,naukri,Generative Ai developer......m,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.490507,naukri,Generative Ai developer.m,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.495519,naukri,Generative Ai.m,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.499517,naukri,Gen AI_4_DN,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:10:06.505508,naukri,Generative AI Developer_S,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:12:05.955655,naukri,Snowflake Data Engineer,Infosys,applied,
2026-08-11 02:12:31.341990,naukri,Developer - Data Engineering,Omnicom Global Solutions,skipped,profile gap: [NEEDS_HUMAN_INPUT: Date of Birth]
2026-08-11 02:12:34.020270,naukri,Data Engineer,Amgen Inc,skipped,external apply
2026-08-11 02:12:34.025283,naukri,Informatica ETL Engineer,Vega Intellisoft,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:12:36.513168,naukri,Data Analyst,BPM,skipped,external apply
2026-08-11 02:12:39.546173,naukri,Azure Data Engineer - Databricks,KPI Partners,skipped,external apply
2026-08-11 02:12:42.563605,naukri,Data Engineer,Tatpata,skipped,external apply
2026-08-11 02:12:45.600675,naukri,Azure Data Platform Engineer,UST,skipped,external apply
2026-08-11 02:12:48.631903,naukri,Data analyst,IBU Consulting,skipped,external apply
2026-08-11 02:12:48.636902,naukri,Sr Quality Analyst - ETL Tester,Beghou Consulting,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:21:51.807515,naukri,Snowflake Data Engineer,Infosys,applied,
2026-08-11 02:22:14.612843,naukri,Developer - Data Engineering,Omnicom Global Solutions,applied,
2026-08-11 02:22:31.663521,naukri,Data Engineer,Amgen Inc,skipped,external apply
2026-08-11 02:22:31.670517,naukri,Informatica ETL Engineer,Vega Intellisoft,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:22:34.197315,naukri,Data Analyst,BPM,skipped,external apply
2026-08-11 02:22:37.664509,naukri,Azure Data Engineer - Databricks,KPI Partners,skipped,external apply
2026-08-11 02:22:40.655141,naukri,Data Engineer,Tatpata,skipped,external apply
2026-08-11 02:22:43.692139,naukri,Azure Data Platform Engineer,UST,skipped,external apply
2026-08-11 02:22:46.758807,naukri,Data analyst,IBU Consulting,skipped,external apply
2026-08-11 02:22:46.764807,naukri,Sr Quality Analyst - ETL Tester,Beghou Consulting,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:22:55.763520,naukri,Data Engineer,V3 Staffing,applied,
2026-08-11 02:23:23.826445,naukri,Azure Developer,Carnation Infotech,skipped,"unhandled options question, needs review: Relevant Experience in infrastructure as a code and also in Argo CD ?"
2026-08-11 02:23:23.832445,naukri,Power Bi Developer -Immediate Hiring -Innominds Software Pvt Ltd,Innominds Software,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:23:23.836580,naukri,Python Automation Test Engineer,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:23:23.844588,naukri,Python Programmer,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:23:23.848582,naukri,Power BI & Geo-Spatial Analyst,Tata Technologies,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:23:23.853580,naukri,Python Software Developer-S,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:23:23.860583,naukri,Python Developer | GenAI | LLM | RAG,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:23:23.865580,naukri,Devops Support Engineer,Prodapt Solutions,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:23:23.868583,naukri,"Engineer, LLM Ops",Alegeus,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:25:05.845525,naukri,Snowflake Data Engineer,Infosys,applied,
2026-08-11 02:25:28.488161,naukri,Developer - Data Engineering,Omnicom Global Solutions,applied,
2026-08-11 02:25:45.061338,naukri,Data Engineer,Amgen Inc,skipped,external apply
2026-08-11 02:25:45.077242,naukri,Informatica ETL Engineer,Vega Intellisoft,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:25:47.683979,naukri,Data Analyst,BPM,skipped,external apply
2026-08-11 02:25:50.157310,naukri,Azure Data Engineer - Databricks,KPI Partners,skipped,external apply
2026-08-11 02:25:52.599983,naukri,Data Engineer,Tatpata,skipped,external apply
2026-08-11 02:25:55.123544,naukri,Azure Data Platform Engineer,UST,skipped,external apply
2026-08-11 02:25:57.573258,naukri,Data analyst,IBU Consulting,skipped,external apply
2026-08-11 02:25:57.579843,naukri,Sr Quality Analyst - ETL Tester,Beghou Consulting,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:26:07.216642,naukri,Data Engineer,V3 Staffing,applied,
2026-08-11 02:26:30.025482,naukri,Azure Developer,Carnation Infotech,applied,
2026-08-11 02:26:44.471160,naukri,Power Bi Developer -Immediate Hiring -Innominds Software Pvt Ltd,Innominds Software,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:26:44.475679,naukri,Python Automation Test Engineer,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:26:44.482694,naukri,Python Programmer,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:26:44.488695,naukri,Power BI & Geo-Spatial Analyst,Tata Technologies,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:26:44.497205,naukri,Python Software Developer-S,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:26:44.506221,naukri,Python Developer | GenAI | LLM | RAG,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:26:44.514220,naukri,Devops Support Engineer,Prodapt Solutions,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:26:44.537221,naukri,"Engineer, LLM Ops",Alegeus,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 02:26:56.144688,naukri,Data Engineer,Fornax,applied,
2026-08-11 02:27:13.099290,naukri,Data Engineer,Deccan Ai,skipped,external apply
2026-08-11 02:27:15.534228,naukri,Data Engineer,Qloron Technology,skipped,external apply
2026-08-11 02:27:17.991746,naukri,Data Engineer Databricks,Biz-metric India,skipped,external apply
2026-08-11 02:27:26.477408,naukri,Data Engineer,Ventures Hrd Centre,applied,
2026-08-11 02:27:43.583542,naukri,Data Engineer,Amgen Inc,skipped,external apply
2026-08-11 02:27:46.023901,naukri,Data Engineer,Barclays,skipped,external apply
2026-08-11 02:27:48.481056,naukri,Data Engineer,Barclays,skipped,external apply
2026-08-11 02:27:50.936801,naukri,Data Engineer,JPMorgan Chase Bank,skipped,external apply
2026-08-11 02:27:53.512113,naukri,Data Engineer,Einnel Technologies,skipped,external apply
2026-08-11 02:27:55.979880,naukri,Data Engineer,Tatpata,skipped,external apply
2026-08-11 02:27:58.451469,naukri,Data Engineer,Accenture,skipped,external apply
2026-08-11 02:28:00.947000,naukri,Data Engineer,Digital Aptech,skipped,external apply
2026-08-11 02:28:03.451415,naukri,Data Engineer,Swaas Systems,skipped,external apply
2026-08-11 02:28:06.054598,naukri,Data Engineer | Anicca Data,Anicca Data Science Solutions,skipped,external apply
2026-08-11 02:28:34.502361,naukri,Data Engineer,Wissen Technology,applied,
2026-08-11 02:28:51.162442,naukri,Data Engineer,Kpisoft Technologies,skipped,external apply
2026-08-11 02:29:01.302706,naukri,Data Engineer,V3 Staffing,skipped,profile gap: [NEEDS_HUMAN_INPUT: Information on whether you have experience with Power BI or Tableau]
2026-08-11 02:29:09.881651,naukri,Hoptek - Data Engineer,HOPTEK,applied,
2026-08-11 02:29:33.485615,naukri,Data Engineer - Only F2F Interview,A Client of Ventures HRD Centre Pvt Ltd,applied,
2026-08-11 02:29:51.933352,naukri,Data Engineer,Barclays,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:51.933352,naukri,Advanced Analytics & Data Solutions Manager,Applied Materials,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:51.946902,naukri,"Sr Associate Software Engineer, AI Studio (Full Stack)",Amgen Inc,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:51.953928,naukri,Data Scientist,Barclays,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:51.959927,naukri,Data Scientist,Neoware Technology Solutions,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:51.965988,naukri,Data Scientist (US Value & Access Insights),Amgen Inc,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:51.972103,naukri,Data Scientist | GenAI | Agentic AI | LLM | RAG,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:51.976907,naukri,QA Automation Engineer,Sigma Allied Services,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:51.983216,naukri,GenAI Engineer_S,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:51.989232,naukri,"Consultant - Government Advisory - Data Analytics, MIS & Reporting",Amber And Mark Advisory Services,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:51.998229,naukri,Junior Python Developer,Astika Software Technologies,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:52.005098,naukri,Solution Consultant - Data & AI,Exponentia.ai Private Limited,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:52.012909,naukri,AI Developer,Experian,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:52.023996,naukri,Generative Ai_M,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:52.031701,naukri,GenAI Developer_S,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:52.038700,naukri,Generative Ai developer......m,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:52.046701,naukri,Generative Ai developer.m,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:52.055762,naukri,Generative Ai.m,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:52.064161,naukri,Gen AI_4_DN,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 02:29:52.077709,naukri,Generative AI Developer_S,Infosys,skipped,title doesn't match role keywords (Junior Data Analyst)
2026-08-11 03:16:31.118337,naukri,Snowflake Data Engineer,Infosys,skipped,company excluded (Infosys)
2026-08-11 03:16:40.581133,naukri,Developer - Data Engineering,Omnicom Global Solutions,applied,
2026-08-11 03:16:58.009453,naukri,Data Engineer,Amgen Inc,skipped,external apply
2026-08-11 03:16:58.015997,naukri,Informatica ETL Engineer,Vega Intellisoft,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:17:01.040285,naukri,Data Analyst,BPM,skipped,external apply
2026-08-11 03:17:04.022542,naukri,Azure Data Engineer - Databricks,KPI Partners,skipped,external apply
2026-08-11 03:17:06.552490,naukri,Data Engineer,Tatpata,skipped,external apply
2026-08-11 03:17:09.010569,naukri,Azure Data Platform Engineer,UST,skipped,external apply
2026-08-11 03:17:11.467120,naukri,Data analyst,IBU Consulting,skipped,external apply
2026-08-11 03:17:11.473114,naukri,Sr Quality Analyst - ETL Tester,Beghou Consulting,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:17:26.250438,naukri,Data Engineer,V3 Staffing,applied,
2026-08-11 03:17:50.395842,naukri,Azure Developer,Carnation Infotech,skipped,"unhandled options question, needs review: Relevant Experience in infrastructure as a code and also in Argo CD ?"
2026-08-11 03:17:50.400751,naukri,Power Bi Developer -Immediate Hiring -Innominds Software Pvt Ltd,Innominds Software,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:17:50.407283,naukri,Python Automation Test Engineer,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:17:50.412284,naukri,Python Programmer,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:17:50.421699,naukri,Power BI & Geo-Spatial Analyst,Tata Technologies,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:17:50.427701,naukri,Python Software Developer-S,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:17:50.435843,naukri,Python Developer | GenAI | LLM | RAG,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:17:50.441864,naukri,Devops Support Engineer,Prodapt Solutions,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:17:50.451845,naukri,"Engineer, LLM Ops",Alegeus,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:17:59.397598,naukri,Data Engineer,Fornax,skipped,profile gap: [NEEDS_HUMAN_INPUT: Information about experience with Trino and Cube is missing]
2026-08-11 03:18:01.881094,naukri,Data Engineer,Deccan Ai,skipped,external apply
2026-08-11 03:18:04.410413,naukri,Data Engineer,Qloron Technology,skipped,external apply
2026-08-11 03:18:06.858767,naukri,Data Engineer Databricks,Biz-metric India,skipped,external apply
2026-08-11 03:18:06.864288,naukri,Aws Data Engineer,Infosys,skipped,company excluded (Infosys)
2026-08-11 03:18:09.737826,naukri,Data Engineer,Amgen Inc,skipped,external apply
2026-08-11 03:18:12.714767,naukri,Data Engineer,Barclays,skipped,external apply
2026-08-11 03:18:15.878632,naukri,Data Engineer,Barclays,skipped,external apply
2026-08-11 03:18:18.832818,naukri,Data Engineer,JPMorgan Chase Bank,skipped,external apply
2026-08-11 03:18:21.383984,naukri,Data Engineer,Einnel Technologies,skipped,external apply
2026-08-11 03:18:23.997584,naukri,Data Engineer,Indian School of Business & Finance (ISBF),skipped,external apply
2026-08-11 03:18:26.481645,naukri,Data Engineer,Tatpata,skipped,external apply
2026-08-11 03:18:29.112850,naukri,Data Engineer,Accenture,skipped,external apply
2026-08-11 03:18:37.680367,naukri,Data Engineer,Ventures Hrd Centre,applied,
2026-08-11 03:18:55.771948,naukri,Data Engineer,Digital Aptech,skipped,external apply
2026-08-11 03:19:24.441682,naukri,Data Engineer,Wissen Technology,applied,
2026-08-11 03:19:41.292347,naukri,Data Engineer,Swaas Systems,skipped,external apply
2026-08-11 03:19:43.879797,naukri,Data Engineer | Anicca Data,Anicca Data Science Solutions,skipped,external apply
2026-08-11 03:19:46.642629,naukri,Data Engineer,Kpisoft Technologies,skipped,external apply
2026-08-11 03:19:57.131127,naukri,Data Engineer,V3 Staffing,applied,
2026-08-11 03:20:52.774788,naukri,Snowflake Data Engineer,Infosys,skipped,company excluded (Infosys)
2026-08-11 03:20:57.781551,naukri,Developer - Data Engineering,Omnicom Global Solutions,applied,
2026-08-11 03:21:15.151073,naukri,Data Engineer,Amgen Inc,skipped,external apply
2026-08-11 03:21:15.162073,naukri,Informatica ETL Engineer,Vega Intellisoft,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:21:18.078064,naukri,Data Analyst,BPM,skipped,external apply
2026-08-11 03:21:20.778549,naukri,Azure Data Engineer - Databricks,KPI Partners,skipped,external apply
2026-08-11 03:21:23.476055,naukri,Data Engineer,Tatpata,skipped,external apply
2026-08-11 03:21:26.654497,naukri,Azure Data Platform Engineer,UST,skipped,external apply
2026-08-11 03:21:29.302598,naukri,Data analyst,IBU Consulting,skipped,external apply
2026-08-11 03:21:29.309597,naukri,Sr Quality Analyst - ETL Tester,Beghou Consulting,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:21:45.127585,naukri,Data Engineer,V3 Staffing,applied,
2026-08-11 03:22:09.151694,naukri,Azure Developer,Carnation Infotech,skipped,"unhandled options question, needs review: Relevant Experience in infrastructure as a code and also in Argo CD ?"
2026-08-11 03:22:09.157696,naukri,Power Bi Developer -Immediate Hiring -Innominds Software Pvt Ltd,Innominds Software,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:22:09.163717,naukri,Python Automation Test Engineer,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:22:09.169693,naukri,Python Programmer,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:22:09.178694,naukri,Power BI & Geo-Spatial Analyst,Tata Technologies,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:22:09.185696,naukri,Python Software Developer-S,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:22:09.195693,naukri,Python Developer | GenAI | LLM | RAG,Infosys,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:22:09.201694,naukri,Devops Support Engineer,Prodapt Solutions,skipped,title doesn't match role keywords (Azure Data Engineer)
2026-08-11 03:22:09.209694,naukri,"Engineer, LLM Ops",Alegeus,skipped,title doesn't match role keywords (Azure Data Engineer)
